Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,1992,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.6982402507395
India,IND,1991,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,23.8217444526828
India,IND,1990,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.9164565697498
India,IND,1989,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,26.5898140096385
India,IND,1988,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.2751174407877
India,IND,1987,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.3823595128301
India,IND,1986,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.8010010959578
India,IND,1985,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.5636651595182
India,IND,1984,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,24.2825746449059
India,IND,1983,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,22.8926687644685
India,IND,1982,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,22.6878989177951
India,IND,1981,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,21.2254624471453
India,IND,1980,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,20.5434589535461
India,IND,1979,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,20.9567362384974
India,IND,1978,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,19.6954206980837
India,IND,1977,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,18.0417851882955
India,IND,1976,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,17.8877016986059
India,IND,1975,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,14.9337333298857
India,IND,1974,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,12.9137997938418
India,IND,1973,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,13.093863834094
India,IND,1972,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,12.9223576802102
India,IND,1971,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,12.4934379259205
India,IND,1970,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.2365497015033
India,IND,1969,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,10.4001286355748
India,IND,1968,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.8206434282478
India,IND,1967,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.11672870414209
India,IND,1966,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.51540771803201
India,IND,1965,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.27009162162394
India,IND,1964,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,8.53679190856911
India,IND,1963,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.10745401050008
India,IND,1962,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,8.98048080708615
India,IND,1961,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,8.51617615457329
India,IND,1960,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,7.84313262788227
India,IND,2019,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,71.04511
India,IND,2018,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,67.49639
India,IND,2017,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,60.9076
India,IND,2016,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,55.94046
India,IND,2015,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,54.52099
India,IND,2019,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8
India,IND,2018,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8
India,IND,2017,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8
India,IND,2016,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7
India,IND,2015,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7
India,IND,2014,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7
India,IND,2013,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2012,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2011,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2010,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2009,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2008,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2007,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2006,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2005,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6
India,IND,2019,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,63
India,IND,2018,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.137240839351695
India,IND,2017,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.121333396024238
India,IND,2016,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.106758992176659
India,IND,2015,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.0932278766235897
India,IND,2014,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.0821790058567706
India,IND,2013,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.109960196279112
India,IND,2012,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.125659347682794
India,IND,2011,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.120916848862701
India,IND,2010,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.10950041069826
India,IND,2009,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.078346808923058
India,IND,2008,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.0923416609089457
India,IND,2007,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.0842699719478591
India,IND,2006,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,0.0679226699125764
India,IND,2018,New businesses registered (number),IC.BUS.NREG,123942
India,IND,2017,New businesses registered (number),IC.BUS.NREG,108074
India,IND,2016,New businesses registered (number),IC.BUS.NREG,93714
India,IND,2015,New businesses registered (number),IC.BUS.NREG,80546
India,IND,2014,New businesses registered (number),IC.BUS.NREG,69841
India,IND,2013,New businesses registered (number),IC.BUS.NREG,91841
India,IND,2012,New businesses registered (number),IC.BUS.NREG,103078
India,IND,2011,New businesses registered (number),IC.BUS.NREG,97405
India,IND,2010,New businesses registered (number),IC.BUS.NREG,86645
India,IND,2009,New businesses registered (number),IC.BUS.NREG,60813
India,IND,2008,New businesses registered (number),IC.BUS.NREG,70303
India,IND,2007,New businesses registered (number),IC.BUS.NREG,62919
India,IND,2006,New businesses registered (number),IC.BUS.NREG,49721
India,IND,2019,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2018,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2017,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2016,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2015,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2014,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2013,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,7
India,IND,2019,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,63.1
India,IND,2018,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,55.9
India,IND,2017,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,43.5
India,IND,2016,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,21.4
India,IND,2015,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,22
India,IND,2014,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,22.4
India,IND,2013,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,19.8
India,IND,2019,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2018,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2017,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2016,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2015,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2014,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2013,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,0
India,IND,2014,Average time to clear exports through customs (days),IC.CUS.DURS.EX,5.8
India,IND,2006,Average time to clear exports through customs (days),IC.CUS.DURS.EX,15.1
India,IND,2014,Time to obtain an electrical connection (days),IC.ELC.DURS,21.9
India,IND,2006,Time to obtain an electrical connection (days),IC.ELC.DURS,29.5
India,IND,2014,Power outages in firms in a typical month (number),IC.ELC.OUTG,13.8
India,IND,2019,Time required to get electricity (days),IC.ELC.TIME,52.85
India,IND,2018,Time required to get electricity (days),IC.ELC.TIME,54.97
India,IND,2017,Time required to get electricity (days),IC.ELC.TIME,59.21
India,IND,2016,Time required to get electricity (days),IC.ELC.TIME,59.21
India,IND,2015,Time required to get electricity (days),IC.ELC.TIME,100.02
India,IND,2014,Time required to get electricity (days),IC.ELC.TIME,115.61
India,IND,2013,Time required to get electricity (days),IC.ELC.TIME,115.61
India,IND,2019,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,211.9
India,IND,2018,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,251.6
India,IND,2017,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,382.4
India,IND,2016,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,413.1
India,IND,2015,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,413.1
India,IND,2014,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,413.1
India,IND,2019,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,58
India,IND,2018,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,77.7
India,IND,2017,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,91.9
India,IND,2016,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,91.9
India,IND,2015,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,101.7
India,IND,2014,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,101.7
India,IND,2019,"Time to export, border compliance (hours)",IC.EXP.TMBC,52.1
India,IND,2018,"Time to export, border compliance (hours)",IC.EXP.TMBC,66.2
India,IND,2017,"Time to export, border compliance (hours)",IC.EXP.TMBC,106.1
